alpaca live_Daily_IS
Date,Portfolio_Return,Active_Branches
2020-08-03,0.015148694419667800,10d RSI IBM LT81 - L IBM; 10d_RSI_METC_LT43_and_200d_RSI_METC_LT50; 11d RSI MO LT60 - L MO; 12d RSI BP LT44 - L BP; 12d RSI CRMD LT28 - L CRMD; 12d_RSI_ARI_LT48_AND_200d_RSI_ARI_LT50; 13d RSI RTX LT49 - L RTX; 14D_RSI_BOX_LT49_AND_200D_RSI_BOX_GT50; 14D_RSI_CRI_LT39_AND_200D_RSI_CRI_LT50; 14d_RSI_SR_LT44_and_200d_RSI_SR_LT50; 14d_RSI_V_LT57; 15d RSI NEU LT32 - L NEU; 15d_RSI_CPK_LT50_and_200d_RSI_CPK_LT50; 17d_RSI_VERU_LT43_and_200d_RSI_VERU_GT50; 18d_RSI_CAE_LT43; 19d_RSI_VRNS_LT64_and_200d_RSI_VRNS_GT50; 20d_RSI_EXPE_LT64_and_200d_RSI_EXPE_LT50; 3d_RSI_COLM_LT13; 3d_RSI_ECL_LT14; 4d_RSI_KRYS_LT56; 4d_RSI_NWN_LT38_and_200d_RSI_NWN_LT50; 4d_RSI_OTTR_LT31; 4d_RSI_PLNT_LT31; 5d RSI GE LT75 - L GE; 5d RSI MSI LT91 - L MSI; 5d_RSI_ALRM_LT24; 6D_RSI_LNTH_LT24; 6d RSI CB LT26 - L CB; 6d RSI MMM LT36 - L MMM; 6d_RSI_BXP_LT33_and_200d_RSI_BXP_LT50; 6d_RSI_HFWA_LT30; 6d_RSI_TEAM_LT39; 6d_RSI_WF_LT24; 7d_RSI_IPAR_LT27; 7d_RSI_UFPT_LT38; 8d_RSI_SBH_LT29_and_200d_RSI_SBH_LT50; 9d_RSI_TLK_LT29
2020-08-04,0.020053633181875600,10d RSI IBM LT81 - L IBM; 11d RSI MO LT60 - L MO; 11d_RSI_VYGR_LT29; 12d RSI CRMD LT28 - L CRMD; 13d RSI RTX LT49 - L RTX; 14D_RSI_BOX_LT49_AND_200D_RSI_BOX_GT50; 14D_RSI_CRI_LT39_AND_200D_RSI_CRI_LT50; 14d_RSI_SR_LT44_and_200d_RSI_SR_LT50; 14d_RSI_V_LT57; 15d_RSI_CPK_LT50_and_200d_RSI_CPK_LT50; 18d_RSI_CAE_LT43; 20d_RSI_EXPE_LT64_and_200d_RSI_EXPE_LT50; 3d_RSI_COLM_LT13; 3d_RSI_WASH_LT45; 4d_RSI_BX_LT18; 4d_RSI_KRYS_LT56; 4d_RSI_MSCI_LT27; 4d_RSI_VVV_LT51; 5d RSI GBLI LT37 - L GBLI; 5d RSI GE LT75 - L GE; 5d RSI IP LT40 - L IP; 5d RSI MSI LT91 - L MSI; 5d_RSI_MASI_LT23; 5d_RSI_TRMK_LT44_and_200d_RSI_TRMK_LT50; 6D_RSI_LNTH_LT24; 6d RSI CB LT26 - L CB; 6d RSI MMM LT36 - L MMM; 6d_RSI_FBNC_LT28; 6d_RSI_HFWA_LT30; 6d_RSI_TEAM_LT39; 7d RSI INGR LT24 - L INGR; 7d_RSI_UFPT_LT38
2020-08-05,0.003362725475095150,10D_RSI_EVER_LT32; 10d RSI IBM LT81 - L IBM; 11d RSI MO LT60 - L MO; 13d RSI RTX LT49 - L RTX; 14D_RSI_BOX_LT49_AND_200D_RSI_BOX_GT50; 14d_RSI_SR_LT44_and_200d_RSI_SR_LT50; 14d_RSI_V_LT57; 15d RSI NEU LT32 - L NEU; 15d_RSI_CPK_LT50_and_200d_RSI_CPK_LT50; 20d_RSI_CORT_LT43; 20d_RSI_EXPE_LT64_and_200d_RSI_EXPE_LT50; 21d_RSI_MGEE_LT47_and_200d_RSI_MGEE_LT50; 4d_RSI_KRYS_LT56; 4d_RSI_MSCI_LT27; 4d_RSI_PLNT_LT31; 5d RSI GBLI LT37 - L GBLI; 5d RSI GE LT75 - L GE; 5d RSI MSI LT91 - L MSI; 5d_RSI_VST_LT36; 5d_RSI_WERN_LT38; 6D_RSI_LNTH_LT24; 6d RSI CB LT26 - L CB; 9d_RSI_AMGN_LT38
2020-08-06,0.010817413790280900,10D_RSI_EVER_LT32; 10d RSI IBM LT81 - L IBM; 11d RSI MO LT60 - L MO; 13d RSI RTX LT49 - L RTX; 14D_RSI_BOX_LT49_AND_200D_RSI_BOX_GT50; 14d_RSI_SR_LT44_and_200d_RSI_SR_LT50; 14d_RSI_V_LT57; 15d RSI NEU LT32 - L NEU; 15d_RSI_CPK_LT50_and_200d_RSI_CPK_LT50; 20d_RSI_CORT_LT43; 20d_RSI_EXPE_LT64_and_200d_RSI_EXPE_LT50; 3D_RSI_PAHC_LT21_AND_200D_RSI_PAHC_LT50; 3d_RSI_GOLF_LT22; 3d_RSI_XRAY_LT37_and_200d_RSI_XRAY_LT50; 4d_RSI_KRYS_LT56; 5d RSI GBLI LT37 - L GBLI; 5d RSI GE LT75 - L GE; 5d RSI HEINY LT23 - L HEINY; 5d RSI KR LT54 - L KR; 5d RSI MSI LT91 - L MSI; 5d_RSI_WERN_LT38; 7d_RSI_ALT_LT57_and_200d_RSI_ALT_LT50; 7d_RSI_BDX_LT32; 9d_RSI_AMGN_LT38
2020-08-07,-0.0017056071817869200,10d RSI IBM LT81 - L IBM; 12d RSI CRMD LT28 - L CRMD; 14d_RSI_SR_LT44_and_200d_RSI_SR_LT50; 14d_RSI_V_LT57; 15d RSI NEU LT32 - L NEU; 20d_RSI_CORT_LT43; 20d_RSI_EXPE_LT64_and_200d_RSI_EXPE_LT50; 21d_RSI_ATEYY_LT35; 3D_RSI_PAHC_LT21_AND_200D_RSI_PAHC_LT50; 3d_RSI_ICHR_LT22; 3d_RSI_KNSL_LT83; 3d_RSI_SE_LT46_and_200d_RSI_SE_GT50; 4d_RSI_KRYS_LT56; 5d RSI GE LT75 - L GE; 5d RSI HEINY LT23 - L HEINY; 5d RSI MSI LT91 - L MSI; 5d_RSI_BL_LT38; 6d_RSI_TEAM_LT39; 7d_RSI_BDX_LT32; 9d_RSI_AMGN_LT38
2020-08-10,-0.016201030260401300,10D_RSI_EVER_LT32; 10d RSI IBM LT81 - L IBM; 10d_RSI_WTW_LT29; 13D_RSI_GWRE_LT36; 14d_RSI_V_LT57; 20d_RSI_CORT_LT43; 20d_RSI_EXPE_LT64_and_200d_RSI_EXPE_LT50; 3D_RSI_PAHC_LT21_AND_200D_RSI_PAHC_LT50; 3d_RSI_GOLF_LT22; 3d_RSI_ICHR_LT22; 3d_RSI_KNSL_LT83; 3d_RSI_PYPL_LT37_and_200d_RSI_PYPL_GT50; 3d_RSI_SE_LT46_and_200d_RSI_SE_GT50; 4D_RSI_QLYS_LT21_AND_200D_RSI_QLYS_GT50; 4d_RSI_KRYS_LT56; 4d_RSI_MSCI_LT27; 5d RSI GE LT75 - L GE; 5d RSI KR LT54 - L KR; 5d RSI MSI LT91 - L MSI; 5d_RSI_BL_LT38; 5d_RSI_TECH_LT24; 5d_RSI_WWR_LT23; 6d_RSI_TEAM_LT39; 6d_RSI_TYL_LT29; 6d_RSI_WK_LT36_AND_200d_RSI_WK_GT50; 7D_RSI_CPAY_LT27; 7d_RSI_ALT_LT57_and_200d_RSI_ALT_LT50; 7d_RSI_BDX_LT32; 9d_RSI_AMGN_LT38
2020-08-11,0.008587188754363530,10D_RSI_EVER_LT32; 10d RSI IBM LT81 - L IBM; 10d_RSI_WTW_LT29; 13D_RSI_GWRE_LT36; 14d_RSI_V_LT57; 15d_RSI_CPK_LT50_and_200d_RSI_CPK_LT50; 17d_RSI_AMPH_LT46_AND_200d_RSI_AMPH_GT50; 19d_RSI_VRNS_LT64_and_200d_RSI_VRNS_GT50; 20d RSI LLY LT41 - L LLY; 20d_RSI_CORT_LT43; 20d_RSI_EXPE_LT64_and_200d_RSI_EXPE_LT50; 3D_RSI_PAHC_LT21_AND_200D_RSI_PAHC_LT50; 3d_RSI_ICHR_LT22; 3d_RSI_KNSL_LT83; 3d_RSI_PYPL_LT37_and_200d_RSI_PYPL_GT50; 3d_RSI_SE_LT46_and_200d_RSI_SE_GT50; 3d_RSI_SMMT_LT26_and_200d_RSI_SMMT_GT50; 3d_RSI_USAS_LT13; 4D_RSI_QLYS_LT21_AND_200D_RSI_QLYS_GT50; 4d_RSI_KRYS_LT56; 4d_RSI_MSCI_LT27; 5d RSI BMRN LT24 - L BMRN; 5d RSI GE LT75 - L GE; 5d RSI KR LT54 - L KR; 5d RSI MSI LT91 - L MSI; 5d_RSI_BL_LT38; 5d_RSI_MASI_LT23; 5d_RSI_MSFT_LT34; 5d_RSI_WWR_LT23; 5d_RSI_ZS_LT23; 6d RSI OKTA LT24 - L OKTA; 6d_RSI_GKOS_LT34; 6d_RSI_ORCL_LT25; 6d_RSI_TEAM_LT39; 6d_RSI_TYL_LT29; 6d_RSI_VUZI_LT27; 6d_RSI_WK_LT36_AND_200d_RSI_WK_GT50; 7D_RSI_CPAY_LT27; 7d_RSI_ALT_LT57_and_200d_RSI_ALT_LT50; 7d_RSI_BDX_LT32; 7d_RSI_UFPT_LT38; 8d RSI FNV LT29 - L FNV; 8d_RSI_TTD_LT52_AND_200d_RSI_TTD_GT50; 9d_RSI_AMGN_LT38; 9d_RSI_WING_LT61_and_200d_RSI_WING_GT50
2020-08-12,0.012096148429177400,10D_RSI_EVER_LT32; 10d RSI IBM LT81 - L IBM; 10d_RSI_WTW_LT29; 12d RSI CRMD LT28 - L CRMD; 13D_RSI_GWRE_LT36; 14d_RSI_V_LT57; 19d_RSI_VRNS_LT64_and_200d_RSI_VRNS_GT50; 20d_RSI_CORT_LT43; 20d_RSI_EXPE_LT64_and_200d_RSI_EXPE_LT50; 3d_RSI_KNSL_LT83; 3d_RSI_PYPL_LT37_and_200d_RSI_PYPL_GT50; 3d_RSI_SMMT_LT26_and_200d_RSI_SMMT_GT50; 3d_RSI_VIV_LT17; 4D_RSI_QLYS_LT21_AND_200D_RSI_QLYS_GT50; 4d_RSI_BGC_LT45_and_200d_RSI_BGC_LT50; 5d RSI GE LT75 - L GE; 5d RSI KR LT54 - L KR; 5d RSI MSI LT91 - L MSI; 5d RSI OSPN LT19 - L OSPN; 5d_RSI_ALRM_LT24; 5d_RSI_BL_LT38; 5d_RSI_WWR_LT23; 6d_RSI_ORCL_LT25; 6d_RSI_TEAM_LT39; 6d_RSI_TYL_LT29; 6d_RSI_VUZI_LT27; 7D_RSI_CPAY_LT27; 7d_RSI_ALT_LT57_and_200d_RSI_ALT_LT50; 7d_RSI_BDX_LT32; 8d_RSI_TTD_LT52_AND_200d_RSI_TTD_GT50; 9d_RSI_WING_LT61_and_200d_RSI_WING_GT50
2020-08-13,0.0014023024201811800,10D_RSI_EVER_LT32; 10d RSI IBM LT81 - L IBM; 11d RSI MO LT60 - L MO; 12d_RSI_ARI_LT48_AND_200d_RSI_ARI_LT50; 12d_RSI_UDR_LT41_and_200d_RSI_UDR_LT50; 14d_RSI_SR_LT44_and_200d_RSI_SR_LT50; 14d_RSI_V_LT57; 17d_RSI_VERU_LT43_and_200d_RSI_VERU_GT50; 20d_RSI_CORT_LT43; 20d_RSI_EXPE_LT64_and_200d_RSI_EXPE_LT50; 3D_RSI_PAHC_LT21_AND_200D_RSI_PAHC_LT50; 3d_RSI_CPIX_LT53_and_200d_RSI_CPIX_LT50; 3d_RSI_KNSL_LT83; 3d_RSI_SMMT_LT26_and_200d_RSI_SMMT_GT50; 3d_RSI_WASH_LT45; 3d_RSI_XRAY_LT37_and_200d_RSI_XRAY_LT50; 4d_RSI_BGC_LT45_and_200d_RSI_BGC_LT50; 5d RSI GE LT75 - L GE; 5d RSI KR LT54 - L KR; 5d RSI MSI LT91 - L MSI; 5d RSI OSPN LT19 - L OSPN; 5d_RSI_ALRM_LT24; 5d_RSI_BL_LT38; 6d_RSI_ORCL_LT25; 6d_RSI_TEAM_LT39; 6d_RSI_VUZI_LT27; 7d_RSI_ALT_LT57_and_200d_RSI_ALT_LT50; 9d_RSI_WING_LT61_and_200d_RSI_WING_GT50
2020-08-14,0.01180556239425910,10d RSI IBM LT81 - L IBM; 11d RSI HPQ LT55 - L HPQ; 11d RSI MO LT60 - L MO; 14d_RSI_SR_LT44_and_200d_RSI_SR_LT50; 14d_RSI_V_LT57; 19d_RSI_VRNS_LT64_and_200d_RSI_VRNS_GT50; 20d_RSI_CORT_LT43; 20d_RSI_EXPE_LT64_and_200d_RSI_EXPE_LT50; 3D_RSI_PAHC_LT21_AND_200D_RSI_PAHC_LT50; 3d_RSI_CPIX_LT53_and_200d_RSI_CPIX_LT50; 3d_RSI_KNSL_LT83; 3d_RSI_SMMT_LT26_and_200d_RSI_SMMT_GT50; 3d_RSI_XRAY_LT37_and_200d_RSI_XRAY_LT50; 4d_RSI_BGC_LT45_and_200d_RSI_BGC_LT50; 5d RSI GE LT75 - L GE; 5d RSI MSI LT91 - L MSI; 5d RSI OSPN LT19 - L OSPN; 5d_RSI_ALRM_LT24; 5d_RSI_BL_LT38; 6d_RSI_TEAM_LT39; 7d_RSI_ALT_LT57_and_200d_RSI_ALT_LT50; 9d_RSI_WING_LT61_and_200d_RSI_WING_GT50
