date,close
2020-01-02,297.6990051269531
2020-01-03,295.44476318359375
2020-01-06,296.5718688964844
2020-01-07,295.7380065917969
2020-01-08,297.3141784667969
2020-01-09,299.33013916015625
2020-01-10,298.46868896484375
2020-01-13,300.5213623046875
2020-01-14,300.0632019042969
2020-01-15,300.74127197265625
2020-01-16,303.2429504394531
2020-01-17,304.1868591308594
2020-01-21,303.5912170410156
2020-01-22,303.62786865234375
2020-01-23,303.9760437011719
2020-01-24,301.2727966308594
2020-01-27,296.443603515625
2020-01-28,299.5500183105469
2020-01-29,299.30267333984375
2020-01-30,300.27392578125
2020-01-31,294.82159423828125
2020-02-03,297.0116882324219
2020-02-04,301.5385437011719
2020-02-05,305.0207214355469
2020-02-06,306.04705810546875
2020-02-07,304.4159851074219
2020-02-10,306.6884765625
2020-02-11,307.2200927734375
2020-02-12,309.1993713378906
2020-02-13,308.8695068359375
2020-02-14,309.3642883300781
2020-02-18,308.5671081542969
2020-02-19,310.0424499511719
2020-02-20,308.76861572265625
2020-02-21,305.5888977050781
2020-02-24,295.4538879394531
2020-02-25,286.5010070800781
2020-02-26,285.447265625
2020-02-27,272.6273498535156
2020-02-28,271.4818420410156
2020-03-02,283.23876953125
2020-03-03,275.12896728515625
2020-03-04,286.6935119628906
2020-03-05,277.1632995605469
2020-03-06,272.58148193359375
2020-03-09,251.29434204101562
2020-03-10,264.2974548339844
2020-03-11,251.4133758544922
2020-03-12,227.3589324951172
2020-03-13,246.7950439453125
2020-03-16,219.7897491455078
2020-03-17,231.6566619873047
2020-03-18,219.9272003173828
2020-03-19,220.39456176757812
2020-03-20,210.8968505859375
2020-03-23,205.50457763671875
2020-03-24,224.12396240234375
2020-03-25,227.4791259765625
2020-03-26,240.76161193847656
2020-03-27,233.59036254882812
2020-03-30,241.1763458251953
2020-03-31,237.58152770996094
2020-04-01,226.88919067382812
2020-04-02,232.12477111816406
2020-04-03,228.76962280273438
2020-04-06,244.1352081298828
2020-04-07,244.38414001464844
2020-04-08,252.58766174316406
2020-04-09,256.431396484375
2020-04-13,254.09019470214844
2020-04-14,261.5840148925781
2020-04-15,256.0257873535156
2020-04-16,257.26092529296875
2020-04-17,264.2109680175781
2020-04-20,259.55621337890625
2020-04-21,251.67514038085938
2020-04-22,257.26092529296875
2020-04-23,257.242431640625
2020-04-24,260.828125
2020-04-27,264.5888671875
2020-04-28,263.3721923828125
2020-04-29,270.26678466796875
2020-04-30,267.7504577636719
2020-05-01,260.6622619628906
2020-05-04,261.3812255859375
2020-05-05,263.79620361328125
2020-05-06,262.0079650878906
2020-05-07,265.1695556640625
2020-05-08,269.5571594238281
2020-05-11,269.61236572265625
2020-05-12,264.23858642578125
2020-05-13,259.5653381347656
2020-05-14,262.671630859375
2020-05-15,263.8791809082031
2020-05-18,271.9168395996094
2020-05-19,269.1239013671875
2020-05-20,273.6957092285156
2020-05-21,271.80621337890625
2020-05-22,272.3223876953125
2020-05-26,275.677490234375
2020-05-27,279.7793273925781
2020-05-28,279.2631530761719
2020-05-29,280.5075378417969
2020-06-01,281.6412658691406
2020-06-02,283.9732666015625
2020-06-03,287.7525329589844
2020-06-04,286.99664306640625
2020-06-05,294.35223388671875
2020-06-08,297.9102478027344
2020-06-09,295.68878173828125
2020-06-10,294.038818359375
2020-06-11,277.0877990722656
2020-06-12,280.4061584472656
2020-06-15,283.02392578125
2020-06-16,288.4714660644531
2020-06-17,287.273193359375
2020-06-18,287.38385009765625
2020-06-19,285.741455078125
2020-06-22,287.57452392578125
2020-06-23,288.8984069824219
2020-06-24,281.5289611816406
2020-06-25,284.5470886230469
2020-06-26,277.788818359375
2020-06-29,281.8715515136719
2020-06-30,285.4822082519531
2020-07-01,287.48187255859375
2020-07-02,289.06512451171875
2020-07-06,293.5274353027344
2020-07-07,290.5000305175781
2020-07-08,292.72198486328125
2020-07-09,291.0555725097656
2020-07-10,294.02740478515625
2020-07-13,291.48150634765625
2020-07-14,295.2586975097656
2020-07-15,297.9713439941406
2020-07-16,296.989990234375
2020-07-17,297.8510437011719
2020-07-20,300.2581481933594
2020-07-21,300.89697265625
2020-07-22,302.609619140625
2020-07-23,298.9990539550781
2020-07-24,297.0732727050781
2020-07-27,299.2397155761719
2020-07-28,297.3418273925781
2020-07-29,300.9988098144531
2020-07-30,299.9247741699219
2020-07-31,302.2948913574219
2020-08-03,304.3963928222656
2020-08-04,305.5722351074219
2020-08-05,307.4700622558594
2020-08-06,309.52545166015625
2020-08-07,309.74761962890625
2020-08-10,310.67340087890625
2020-08-11,308.1090087890625
2020-08-12,312.4046630859375
2020-08-13,311.8398742675781
2020-08-14,311.8492126464844
2020-08-17,312.83978271484375
2020-08-18,313.51568603515625
2020-08-19,312.2102355957031
2020-08-20,313.18243408203125
2020-08-21,314.2934265136719
2020-08-24,317.47808837890625
2020-08-25,318.589111328125
2020-08-26,321.78314208984375
2020-08-27,322.4866943359375
2020-08-28,324.5697326660156
2020-08-31,323.39404296875
2020-09-01,326.43994140625
2020-09-02,331.16156005859375
2020-09-03,319.764892578125
2020-09-04,317.1541748046875
2020-09-08,308.488525390625
2020-09-09,314.5803527832031
2020-09-10,309.11810302734375
2020-09-11,309.2755126953125
2020-09-14,313.3490295410156
2020-09-15,314.9322204589844
2020-09-16,313.6822814941406
2020-09-17,310.9234313964844
2020-09-18,307.34381103515625
2020-09-21,303.9232177734375
2020-09-22,307.01849365234375
2020-09-23,299.8984680175781
2020-09-24,300.69781494140625
2020-09-25,305.55926513671875
2020-09-28,310.6343078613281
2020-09-29,308.942626953125
2020-09-30,311.28497314453125
2020-10-01,313.28338623046875
2020-10-02,310.3089599609375
2020-10-05,315.811767578125
2020-10-06,311.32220458984375
2020-10-07,316.74127197265625
2020-10-08,319.5483703613281
2020-10-09,322.4020080566406
2020-10-12,327.5886535644531
2020-10-13,325.4507141113281
2020-10-14,323.40582275390625
2020-10-15,323.0061340332031
2020-10-16,322.81097412109375
2020-10-19,317.9031677246094
2020-10-20,319.1766357421875
2020-10-21,318.57244873046875
2020-10-22,320.3198547363281
2020-10-23,321.40740966796875
2020-10-26,315.4677734375
2020-10-27,314.3802795410156
2020-10-28,303.6351013183594
2020-10-29,306.72113037109375
2020-10-30,303.5235595703125
2020-11-02,306.925537109375
2020-11-03,312.3446044921875
2020-11-04,319.3252868652344
2020-11-05,325.5530090332031
2020-11-06,325.47869873046875
2020-11-09,329.5685119628906
2020-11-10,329.0851745605469
2020-11-11,331.5298156738281
2020-11-12,328.313720703125
2020-11-13,332.8590393066406
2020-11-16,337.01397705078125
2020-11-17,335.20135498046875
2020-11-18,331.16729736328125
2020-11-19,332.56158447265625
2020-11-20,330.28424072265625
2020-11-23,332.26416015625
2020-11-24,337.6181640625
2020-11-25,337.09759521484375
2020-11-27,338.0364074707031
2020-11-30,336.5398254394531
2020-12-01,340.2207336425781
2020-12-02,340.9365234375
2020-12-03,340.8435363769531
2020-12-04,343.78082275390625
2020-12-07,343.0743713378906
2020-12-08,344.0782165527344
2020-12-09,340.99224853515625
2020-12-10,340.88067626953125
2020-12-11,340.48095703125
2020-12-14,338.9566345214844
2020-12-15,343.5392150878906
2020-12-16,344.0782165527344
2020-12-17,346.0023193359375
2020-12-18,344.62078857421875
2020-12-21,343.3885803222656
2020-12-22,342.8098449707031
2020-12-23,343.11785888671875
2020-12-24,344.4527587890625
2020-12-28,347.41192626953125
